CID;Nome do CID;Frequência;Significado Completo;Comorbidades Relacionadas
GB56.0;Hidronefrose com obstrução da junção uretero-pélvica;1;Afecção causada por qualquer obstrução ou estenose da junção ureteropélvica. Esta afecção é caracterizada por distensão da pelve e cálices do rim com obstrução parcial ou total do fluxo de urina. Essa afecção pode se manifestar com dor no flanco, hematúria, piúria ou hiperpirexia.;GC40.53 - Incontinência por transbordamento associada a prolapso de órgão pélvico (1x) | GB40 - Síndrome nefrítica (1x) | 5A00.20 - Hipotireoidismo devido a medicamentos ou outras substâncias exógenas (1x)
FA80.Y;Outra degeneração especificada de disco intervertebral;1;;8D8A.2 - Anisocoria episódica (1x) | BC74.33 - N/A (1x)
BD50.4Z;Aneurisma de aorta abdominal, sem menção de perfuração ou ruptura;1;;
ND5Y;Outros traumatismos especificados de parte não especificada de tronco, membro ou região do corpo;1;;NA83.42 - Distensão ou entorse da articulação condroesternal (1x) | FA27.2 - Reumatismo palindrômico (1x) | 1F2G.Z - Pneumocistose, não especificada (1x)
1F2G.Z;Pneumocistose, não especificada;1;;NA83.42 - Distensão ou entorse da articulação condroesternal (1x) | FA27.2 - Reumatismo palindrômico (1x) | 5A10 - Diabetes mellitus tipo 1 (1x)
NA83.42;Distensão ou entorse da articulação condroesternal;1;Funções biomecânicas aberrantes das articulações entre as costelas e o esterno, que pode ser resultado de doença local, doença sistêmica, tensão postural ou trauma.;FA27.2 - Reumatismo palindrômico (1x) | 1F2G.Z - Pneumocistose, não especificada (1x) | 5A10 - Diabetes mellitus tipo 1 (1x)
1C13.0;Não encontrado;1;;ME64 - Sinais vasculares cutâneos não específicos (1x)
MF50.0;Micção frequente;1;Necessidade de urinar com mais frequência do que o normal.;ME62.7 - Erupção cutânea descamativa aguda (1x)
MG31.0;Dor aguda na face, não classificada em outra parte;1;;BB24 - Hemopericárdio (1x) | DA26.3 - Síndrome da laceração hemorrágica gastroesofágica (1x) | BD93 - Linfedema (1x)
MB44.2;Dificuldade de caminhar;1;;
MC80.0Y;Outro valor elevado da pressão arterial especificado, sem diagnóstico de hipertensão;1;;BD10 - Insuficiência cardíaca congestiva (1x)
XE945;Fase da atividade, treinamento cardiovascular;1;;BA51 - Miocardiopatia isquêmica (1x) | VV3Y - Outras funções dos sistemas cardiovascular, hematológico, imunológico e respiratório, especificadas (1x) | BA41.0 - Infarto agudo do miocárdio com supradesnível de ST (1x)
MD11.7;Hiperventilação;1;Hiperventilação refere-se a um aumento na frequência da ventilação alveolar que é excessivo para a taxa de produção metabólica de gás carbônico, resultando na diminuição do PCO2 arterial abaixo da faixa de 37 a 43 mmHg. Hiperventilação deve ser diferenciada de taquipneia, um aumento na frequência respiratória, e de hiperpneia, um aumento no volume minuto da ventilação.;8C84 - Rabdomiólise secundária (1x) | MD11 - Anormalidades da respiração (1x) | QA77 - Medicação ou substância que se sabe que está contraindicada para o paciente sem lesão ou dano (1x)
FB54;Entesopatias dos membros inferiores;1;Trata-se de um grupo de afecções que levam a qualquer tipo de alteração nos pontos de inserção de tendões ou ligamentos dos membros inferiores. As principais alterações são inflamação e calcificação.;BA01 - Doença cardíaca hipertensiva (1x) | ED90.0 - Rosácea (1x)
FA86.3;Não encontrado;1;;BA51 - Miocardiopatia isquêmica (1x) | BA82.3 - N/A (1x)
BA82.3;Não encontrado;1;;BA51 - Miocardiopatia isquêmica (1x) | FA86.3 - N/A (1x)
FA42.2;Não encontrado;1;;FA32.8 - N/A (1x)
FA32.8;Não encontrado;1;;FA42.2 - N/A (1x)
2A85.6;Linfoma de Burkitt incluindo leucemia de Burkitt;1;"Linfoma altamente agressivo composto de células B monomórficas de tamanho médio com citoplasma basofílico e numerosas figuras mitóticas. É frequentemente associado à presença do vírus Epstein-Barr (EBV) e é comumente observado em pacientes com AIDS. Três variantes morfológicas são reconhecidas: linfoma de Burkitt clássico, linfoma de Burkitt com diferenciação plasmocitoide e linfoma de Burkitt atípico/semelhante a Burkitt. Todos os casos expressam a translocação MYC [t(8;14)].";1D82 - Doença por citomegalovírus (1x)
BC71.02;Taquicardia ventricular sustentada;1;Taquicardia ventricular que tem duração de >30 segundos ou que causa instabilidade hemodinâmica.;BA41.0 - Infarto agudo do miocárdio com supradesnível de ST (1x) | ICD11//BA49 - N/A (1x) | BA41 - Infarto agudo do miocárdio (1x)
ICD11//BA49;Não encontrado;1;;BA41.0 - Infarto agudo do miocárdio com supradesnível de ST (1x) | BA41 - Infarto agudo do miocárdio (1x) | BC71.02 - Taquicardia ventricular sustentada (1x)
MC20.2;Hipópio;1;Hipópio é a presença de células inflamatórias na câmara anterior do olho. Corresponde a um exsudato leucocitário, observado na câmara anterior, geralmente acompanhado de hiperemia de conjuntiva e episclera subjacente. É um sinal de inflamação da úvea anterior e da íris, ou seja, irite, que é uma forma de uveíte anterior. O exsudado deposita-se no fundo devido à ação da gravidade.;CB41.1 - Insuficiência respiratória crônica (1x) | CA23.0 - Asma alérgica (1x)
EK91.2;Plasmocitose cutânea primária;1;Transtorno cutâneo resultante da infiltração densa focal ou multifocal da pele por agregados de plasmócitos. Pode estar associada a níveis elevados de IgG4 no soro. Tipicamente se apresenta como pápulas vermelho-amarronzadas disseminadas, nódulos e placas pigmentadas enduradas envolvendo tronco e membros, mas pode se apresentar como um único nódulo ou placa. A maioria dos pacientes com este transtorno de pele incomum são descendentes do leste asiático. Existe um risco de progressão para malignidade linfoproliferativa sistêmica.;3A71.2 - Anemia na doença renal crônica (1x) | BD71.2 - Trombose da veia renal (1x)
MD11;Anormalidades da respiração;1;Anormalidades da respiração incluem dispneia, estridor, chiado, respiração irregular, hiperventilação, respiração oral, soluço, espirros, e outras anormalidades da respiração.;8C84 - Rabdomiólise secundária (1x) | MD11.7 - Hiperventilação (1x) | QA77 - Medicação ou substância que se sabe que está contraindicada para o paciente sem lesão ou dano (1x)
NA07.8Z;Hemorragia traumática no tecido cerebral, não especificada;1;;8B00.1 - Hemorragia lobar (1x)
BA10.7;Não encontrado;1;;FA09.3 - N/A (1x) | BC81.30 - Fibrilação atrial paroxística (1x)
DA21.0;Acalásia;1;Acalasia é um transtorno da motilidade do músculo liso esofágico caracterizado por uma perda do peristaltismo no esôfago distal e uma falha no relaxamento do esfíncter esofágico inferior (EEI). O mecanismo básico é a degeneração dos neurônios (células ganglionares) dos plexos mioentéricos da parede esofágica, mas a causa ainda não está clara.;NC56.Y - Lesão de outros vasos sanguíneos especificados ao nível de punho ou mão (1x) | MB20.1 - Coma (1x) | 8B24 - Encefalopatia hipóxico-isquêmica (1x)
GB90.47;Aminoacidúria;1;Condições em que os aminoácidos são encontrados na urina devido à superprodução (níveis elevados no sangue) ou falha da reabsorção tubular;NC56.Y - Lesão de outros vasos sanguíneos especificados ao nível de punho ou mão (1x) | MB20.1 - Coma (1x) | 8B24 - Encefalopatia hipóxico-isquêmica (1x)
MV +;Não encontrado;1;;NC56.Y - Lesão de outros vasos sanguíneos especificados ao nível de punho ou mão (1x) | MB20.1 - Coma (1x) | 8B24 - Encefalopatia hipóxico-isquêmica (1x)
20000.0;Não encontrado;1;;NC56.Y - Lesão de outros vasos sanguíneos especificados ao nível de punho ou mão (1x) | MB20.1 - Coma (1x) | 8B24 - Encefalopatia hipóxico-isquêmica (1x)
2E05.Z;Metástase de neoplasia maligna no sistema reprodutor da mulher, não especificada;1;;MF3Y - Outros sintomas, sinais ou achados clínicos especificados relativos ao sistema genital da mulher (1x)
MF3Y;Outros sintomas, sinais ou achados clínicos especificados relativos ao sistema genital da mulher;1;;2E05.Z - Metástase de neoplasia maligna no sistema reprodutor da mulher, não especificada (1x)
CA23.21;Broncoespasmo induzido pelo exercício;1;Broncoespasmo induzido pelo exercício (BIE) descreve o estreitamento das vias aéreas que ocorre em associação ao exercício. BIE ocorre em até 90% dos pacientes asmáticos e estima-se que ocorra em >10% da população geral. Revisões recentes identificaram a asma como fator de risco para morte súbita e relataram mortes atribuídas diretamente à BIE.;NE81.0Z - Hemorragia ou hematoma de outro localização ou não especificada, complicando um procedimento, não classificado em outra parte (1x) | BD71.2 - Trombose da veia renal (1x) | MG30.2 - Dor crônica pós-operatória ou pós-traumática (1x)
GB56.2;Hidronefrose com obstrução do orifício ureteral;1;Dilatação da pelve renal e cálices associados a (e provavelmente devida a) obstrução do ureter na inserção na bexiga e, portanto, pressão ascendente (contrafluxo).;
DC1Z;Doenças de vesícula ou trato biliar, não especificadas;1;;MF50.61 - jato urinário fraco (1x) | DC31.2 - Pancreatite aguda biliar (1x) | MP - N/A (1x)
4A85.2;Hipersensibilidade alimentar;1;Reações de hipersensibilidade alimentar são efeitos adversos de comida ou de aditivos da comida que são clinicamente semelhantes à alergia. Alergia alimentar é uma reação adversa à comida mediada por um mecanismo imunológico, envolvendo IgE específicas (mediados por IgE), mecanismos mediados por células (não mediados por IgE), ou ambos (mistos mediados e não mediados por IgE).;BC42.2 - Miocardite por hipersensibilidade (1x) | BA02 - Doença renal hipertensiva (1x) | MG31.2 - Dor pós-operatória aguda, não classificada em outra parte (1x)
DC31.2;Pancreatite aguda biliar;1;Pancreatite aguda associada a litíase biliar. Apesar de a litíase biliar ser uma das principais etiologias, o diagnóstico deve ser realizado após a exclusão de outras etiologias. Supõe-se que o refluxo de bile para o ducto pancreático, causado por um cálculo impactado na papila duodenal, seja uma causa disto.;MF50.61 - jato urinário fraco (1x) | MP - N/A (1x) | DC1Z - Doenças de vesícula ou trato biliar, não especificadas (1x)
KA01.1;Feto ou recém-nascido afetado por ruptura prematura de membranas;1;Ruptura prematura das membranas (RPM) no pré-termo refere-se a uma paciente com menos de 37 semanas de gestação e que apresenta rotura das membranas antes do início do trabalho de parto. Complicações incluem parto pré-termo, infecção ascendente, prolapso de cordão umbilical, oligo-hidrâmnio, descolamento prematuro de placenta, retenção de placenta, hemorragia pós-parto ou ruptura de vasa prévia.;DB24.00 - N/A (1x)
DB24.00;Não encontrado;1;;KA01.1 - Feto ou recém-nascido afetado por ruptura prematura de membranas (1x)
8A40;Esclerose múltipla;1;A esclerose múltipla (EM) é uma doença desmielinizante inflamatória crônica do sistema nervoso central. Três categorias de esclerose múltipla foram descritas: esclerose múltipla recorrente-remitente, esclerose múltipla secundariamente progressiva e esclerose múltipla primariamente progressiva.;
GA10.C2;Endometriose do peritônio pélvico;1;Condição que é frequentemente idiopática. Esta condição é caracterizada por crescimento e função ectópicos de tecido endometrial com extensão de 5 milímetros ou menos sob a superfície visceral ou parietal do peritônio e aparecendo como lesões preta-amarronzadas ou vermelho-alaranjadas claras. Esta condição pode ser associada a tecido vestigial remanescente do ducto wolfiano ou mulleriano, ou a refluxo retrogrado de fragmentos de endométrio para a cavidade peritoneal durante a menstruação. Esta condição pode se apresentar com dismenorreia, dispareunia, dor pélvica não menstrual, infertilidade, alteração da menstruação, ou pode ser assintomática. A confirmação é feita por identificação laparoscópica de fragmentos ectópicos.;8E44 - Dano cerebral pós-anóxico (1x) | MA15.0 - Bacteremia (1x) | 1C1C.0 - Meningite meningocócica (1x)
1C1C.0;Meningite meningocócica;1;Afecção das meninges causada por uma infecção pela bactéria gram-negativa Neisseria meningitidis. Essa condição é caracterizada por febre alta, rigidez de nuca, cefaleia grave, vômito, púrpura, fotofobia e, às vezes, calafrios, alteração do estado mental ou convulsões. A transmissão ocorre através da disseminação hematogênica para as meninges após a transmissão por gotículas ou contato direto. A confirmação é feita pela identificação de Neisseria meningitidis no LCR (líquido cefalorraquidiano), por exemplo, por teste de aglutinação ou reação em cadeia da polimerase.;8E44 - Dano cerebral pós-anóxico (1x) | MA15.0 - Bacteremia (1x) | GA10.C2 - Endometriose do peritônio pélvico (1x)
DA23.20;Não encontrado;1;;DA96.04 - Síndrome do intestino curto (1x) | 5A00.20 - Hipotireoidismo devido a medicamentos ou outras substâncias exógenas (1x)
DA96.04;Síndrome do intestino curto;1;Ter menos de 200 cm de intestino delgado residual, com ou sem cólon em um adulto e, para crianças (< 18 anos), menos de 25% do comprimento normal do intestino para sua respectiva idade.;DA23.20 - N/A (1x) | 5A00.20 - Hipotireoidismo devido a medicamentos ou outras substâncias exógenas (1x)
